,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_OUTLIERS
44,100352,Cash loans,M,Y,Y,1,180000.0,729792.0,37390.5,630000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,51.85753424657534,-1555.0,-6615.0,-2457,3.0,1,1,0,1,0,1,Drivers,3.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Medicine,0.5363793062797462,0.672240432121728,0.1852020815902493,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,6.0,0.0,6.0,0.0,-1895.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
45,100358,Cash loans,F,N,Y,0,202500.0,798777.0,51178.5,697500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,50.827397260273976,-2425.0,-3294.0,-2096,9.0,1,1,0,1,0,0,Laborers,2.0,3,3,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.6707215946089536,0.2906310801784493,0.445396241560834,0.0082,0.0781,0.9717,0.7552,0.0227,0.0,0.0345,0.0417,0.2083,0.0163,0.0756,0.0084,0.0,0.0038,0.0084,0.077,0.9717,0.7583,0.0203,0.0,0.0345,0.0417,0.2083,0.0167,0.0817,0.0088,0.0,0.0012,0.0083,0.0778,0.9717,0.7585,0.0223,0.0,0.0345,0.0417,0.2083,0.0166,0.077,0.0086,0.0,0.0031,not specified,block of flats,0.0073,Wooden,No,0.0,0.0,0.0,0.0,-1766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,False
46,100367,Cash loans,M,Y,N,0,157500.0,261000.0,26874.0,261000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,54.35616438356164,-3761.0,-1325.0,-3323,14.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Housing,0.5067712615026179,0.5092289549980366,0.656158373001177,0.0928,0.0534,0.9841,0.762,0.0227,0.0532,0.1838,0.2221,0.2083,0.0585,0.0756,0.1123,0.0,0.0007,0.0945,0.0,0.9786,0.7190000000000001,0.0203,0.0,0.2069,0.1667,0.2083,0.0198,0.0817,0.0957,0.0,0.0,0.0937,0.0534,0.9866,0.7652,0.0223,0.0,0.2069,0.1667,0.2083,0.0595,0.077,0.0949,0.0,0.0,not specified,block of flats,0.0724,Panel,No,2.0,0.0,2.0,0.0,-1780.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,False
47,100382,Cash loans,M,Y,N,1,180000.0,431280.0,22149.0,360000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0072739999999999,32.18082191780822,-1804.0,-1095.0,-2911,22.0,1,1,0,1,1,1,Managers,3.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.5067712615026179,0.3785445267666673,0.164414178829907,0.0577,0.086,0.9747,0.6532,0.0062,0.0,0.1379,0.125,0.1667,0.038,0.0471,0.0554,0.0,0.0,0.0588,0.0892,0.9747,0.6668,0.0062,0.0,0.1379,0.125,0.1667,0.0389,0.0514,0.0577,0.0,0.0,0.0583,0.086,0.9747,0.6578,0.0062,0.0,0.1379,0.125,0.1667,0.0387,0.0479,0.0564,0.0,0.0,reg oper account,block of flats,0.047,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,False
48,100384,Cash loans,F,N,Y,0,112500.0,360000.0,28570.5,360000.0,Unaccompanied,State servant,Higher education,Married,With parents,0.018209,32.85205479452055,-1303.0,-5282.0,-936,9.0,1,1,0,1,0,0,Medicine staff,2.0,3,3,WEDNESDAY,13,0,0,0,0,0,0,Medicine,0.6403608878311089,0.3942681389792175,0.5190973382084597,0.1701,0.0,0.9771,0.6872,0.0365,0.0,0.1034,0.1667,0.2083,0.0631,0.1378,0.0613,0.0039,0.0,0.1733,0.0,0.9772,0.6994,0.0368,0.0,0.1034,0.1667,0.2083,0.0646,0.1506,0.0638,0.0039,0.0,0.1718,0.0,0.9771,0.6914,0.0367,0.0,0.1034,0.1667,0.2083,0.0642,0.1402,0.0624,0.0039,0.0,reg oper account,block of flats,0.0681,"Stone, brick",No,0.0,0.0,0.0,0.0,-213.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False
49,100385,Cash loans,M,Y,N,1,229500.0,544500.0,42268.5,544500.0,Family,Working,Lower secondary,Married,House / apartment,0.028663,34.43013698630137,-5041.0,-4640.0,-4565,4.0,1,1,0,1,0,0,Laborers,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.5067712615026179,0.5767684103937347,0.2837118826350007,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-256.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,False
50,100386,Cash loans,F,N,Y,3,202500.0,207396.0,13383.0,157500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,Municipal apartment,0.006629,37.32054794520548,-993.0,-5684.0,-2089,9.0,1,1,0,1,0,1,Core staff,5.0,2,2,FRIDAY,9,0,0,0,0,0,0,Medicine,0.5067712615026179,0.5922055060542036,0.5136937663039473,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-155.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False
51,100399,Cash loans,M,N,N,0,360000.0,1024740.0,43546.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010276,56.21917808219178,-3794.0,-3157.0,-4057,9.0,1,1,1,1,0,0,Laborers,2.0,2,2,MONDAY,18,0,0,0,0,0,0,Other,0.5843807808242455,0.7904523245236238,0.4066174366275036,0.0742,0.0533,0.9841,0.7552,0.0227,0.08,0.069,0.3333,0.2083,0.0794,0.0756,0.0788,0.0,0.0,0.0756,0.0553,0.9841,0.7583,0.0203,0.0806,0.069,0.3333,0.2083,0.0812,0.0817,0.0821,0.0,0.0,0.0749,0.0533,0.9841,0.7585,0.0223,0.08,0.069,0.3333,0.2083,0.0808,0.077,0.0802,0.0,0.0,not specified,block of flats,0.062,"Stone, brick",No,0.0,0.0,0.0,0.0,-3049.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
52,100404,Cash loans,F,N,Y,0,270000.0,2013840.0,83110.5,1800000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.0105,39.2958904109589,-2682.0,-6069.0,-797,9.0,1,1,0,1,0,0,Managers,2.0,3,3,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.5067712615026179,0.6625765416174567,0.2091546988410069,0.1268,0.0869,0.9767,0.6804,0.0179,0.0,0.2759,0.1667,0.2083,0.0191,0.0983,0.0781,0.0232,0.0207,0.1292,0.0902,0.9767,0.6929,0.0181,0.0,0.2759,0.1667,0.2083,0.0195,0.1074,0.0814,0.0233,0.0219,0.128,0.0869,0.9767,0.6847,0.018,0.0,0.2759,0.1667,0.2083,0.0194,0.1,0.0795,0.0233,0.0212,reg oper account,block of flats,0.0941,"Stone, brick",No,6.0,0.0,6.0,0.0,-533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,False
53,100416,Cash loans,F,Y,N,0,157500.0,869049.0,31342.5,733500.0,Family,Commercial associate,Higher education,Married,House / apartment,0.010147,45.1013698630137,-2757.0,-4150.0,-9,6.0,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.41094781385101,0.6448227181476635,0.6986675550534175,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-2358.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,False
54,100422,Cash loans,M,N,N,3,180000.0,315000.0,16213.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,50.11506849315069,-1203.0,-4513.0,-1807,9.0,1,1,1,1,0,0,Laborers,5.0,2,2,SATURDAY,18,0,0,0,0,1,1,Construction,0.5067712615026179,0.5166751955415115,0.5797274227921155,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-337.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,False
55,100426,Cash loans,F,Y,Y,0,157500.0,1125000.0,65313.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,40.824657534246576,-6438.0,-3513.0,-4258,8.0,1,1,0,1,0,1,Core staff,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Kindergarten,0.5193296128757853,0.5684200435668831,0.4066174366275036,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-1364.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,False
56,100438,Cash loans,F,N,Y,1,144000.0,450000.0,23107.5,450000.0,Family,Working,Higher education,Married,House / apartment,0.030755,29.34520547945205,-1327.0,-14.0,-1272,9.0,1,1,0,1,1,0,Sales staff,3.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,0.5254474461150329,0.6640709169996869,0.5602843280409464,0.0825,0.0855,0.9771,0.6872,0.0079,0.0,0.1379,0.1667,0.2083,0.0301,0.0672,0.0636,0.0,0.0,0.084,0.0887,0.9772,0.6994,0.008,0.0,0.1379,0.1667,0.2083,0.0308,0.0735,0.0663,0.0,0.0,0.0833,0.0855,0.9771,0.6914,0.008,0.0,0.1379,0.1667,0.2083,0.0306,0.0684,0.0647,0.0,0.0,not specified,block of flats,0.05,"Stone, brick",No,2.0,1.0,2.0,0.0,-992.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,False
57,100444,Cash loans,M,N,N,1,202500.0,300735.0,16443.0,243000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612,26.660273972602734,-1765.0,-5251.0,-2314,9.0,1,0,0,1,0,1,Laborers,3.0,2,2,SATURDAY,11,0,0,0,1,0,0,XNA,0.5067712615026179,0.2655718399366447,0.5388627065779676,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,1.0,1.0,1.0,1.0,-975.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,True
58,100445,Cash loans,M,N,N,0,135000.0,278505.0,15237.0,211500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.018801,36.131506849315066,-126.0,-7143.0,-1257,9.0,1,1,0,1,0,0,Laborers,1.0,2,2,THURSDAY,15,0,0,0,0,0,0,Other,0.1834083288062964,0.504134762347502,0.5190973382084597,0.1237,0.0915,0.9856,0.8028,0.0571,0.16,0.1379,0.375,0.4167,0.0316,0.1009,0.154,0.0,0.0,0.1261,0.0949,0.9856,0.8105,0.0577,0.1611,0.1379,0.375,0.4167,0.0323,0.1102,0.1605,0.0,0.0,0.1249,0.0915,0.9856,0.8054,0.0575,0.16,0.1379,0.375,0.4167,0.0322,0.1026,0.1568,0.0,0.0,reg oper spec account,block of flats,0.1524,Panel,No,0.0,0.0,0.0,0.0,-1789.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False
59,100446,Cash loans,M,Y,N,0,157500.0,594121.5,30465.0,472500.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.019101,27.438356164383563,-1283.0,-4322.0,-2694,3.0,1,1,0,1,0,0,Core staff,1.0,2,2,THURSDAY,9,0,0,0,0,1,1,Military,0.3426723877288315,0.0857030029138577,0.5638350489514956,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,7.0,0.0,7.0,0.0,-456.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False
2477,117298,Cash loans,M,Y,Y,0,202500.0,523431.0,41485.5,427500.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.010147,24.29041095890411,-266.0,-3442.0,-1308,65.0,1,1,0,1,0,1,Laborers,1.0,2,2,WEDNESDAY,12,0,0,0,1,1,0,Industry: type 11,0.7638489502275675,0.004205946384596,0.1766525794312139,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-673.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,False
2764,119362,Cash loans,F,N,Y,1,90000.0,364896.0,28957.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,39.43287671232877,-1467.0,-639.0,-4403,9.0,1,1,0,1,0,0,Medicine staff,3.0,3,3,THURSDAY,12,0,0,0,1,1,1,Trade: type 6,0.5067712615026179,0.0047616125434205,0.0616842560883986,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-1371.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,False
2979,120934,Cash loans,M,N,N,0,162000.0,494550.0,38272.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0035409999999999,47.63013698630137,-451.0,-1309.0,-920,9.0,1,1,1,1,0,0,Drivers,1.0,1,1,SUNDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.1034952796020286,0.5393530386973157,0.5352762504724826,0.0371,0.0845,0.998,0.9728,0.0061,0.0,0.1379,0.0833,0.125,0.0208,0.0303,0.0417,0.0,0.0,0.0378,0.0877,0.998,0.9739,0.0062,0.0,0.1379,0.0833,0.125,0.0212,0.0331,0.0434,0.0,0.0,0.0375,0.0845,0.998,0.9732,0.0061,0.0,0.1379,0.0833,0.125,0.0211,0.0308,0.0424,0.0,0.0,reg oper account,block of flats,0.0361,Block,No,0.0,0.0,0.0,0.0,-910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False
3089,121630,Cash loans,M,Y,N,0,270000.0,360000.0,18508.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,38.01095890410959,-228.0,-5301.0,-4339,17.0,1,1,1,1,0,0,Managers,2.0,3,3,SATURDAY,11,0,0,0,1,1,0,Business Entity Type 3,0.5067712615026179,0.0474157199510325,0.2622489709189549,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-708.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,False
3100,121772,Cash loans,F,Y,Y,0,108000.0,571486.5,29308.5,454500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.0196889999999999,48.93698630136986,-814.0,-2493.0,-1392,14.0,1,1,0,1,0,1,Medicine staff,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Other,0.1704129730691889,0.0685228659111777,0.0780157665225257,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-855.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,False
3640,125779,Cash loans,M,N,N,1,135000.0,377370.0,32517.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006852,35.38356164383562,-764.0,-7071.0,-3882,9.0,1,1,0,1,0,0,Laborers,2.0,3,3,TUESDAY,6,0,0,0,0,0,0,Business Entity Type 2,0.2014530089927225,0.1427049395404913,0.0005272652387098,0.068,0.0514,0.9767,0.6668,0.0414,0.0,0.1172,0.1667,0.2083,0.0,0.0546,0.0542,0.0,0.0111,0.063,0.0329,0.9737,0.6537,0.0418,0.0,0.1034,0.1667,0.2083,0.0,0.0551,0.0445,0.0,0.0,0.0625,0.0504,0.9762,0.6713,0.0417,0.0,0.1034,0.1667,0.2083,0.0,0.0513,0.0502,0.0,0.0056,reg oper account,block of flats,0.0385,"Stone, brick",No,0.0,0.0,0.0,0.0,-125.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
5604,141025,Cash loans,F,N,N,0,157500.0,135000.0,9954.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,34.66027397260274,-516.0,-3532.0,-5201,9.0,1,1,1,1,0,1,Sales staff,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.0193408641273705,2.546852218320021e-05,0.0549573940912152,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
6747,149536,Cash loans,F,N,N,0,130500.0,539100.0,27652.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,39.4,-567.0,-914.0,-914,9.0,1,1,1,1,0,0,Cooking staff,2.0,3,3,FRIDAY,9,1,1,0,1,1,0,Self-employed,0.0214815889015481,0.4735231632401677,0.2151824041847538,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,not specified,block of flats,0.0707,Others,No,0.0,0.0,0.0,0.0,-737.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False
